,LotFrontage,LotArea,Utilities,MasVnrType,MasVnrArea,HouseStyle,Heating,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,Electrical,1stFlrSF,2ndFlrSF,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,SaleType,SaleCondition,SalePrice
132,75.0,7388,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,405,Unf,0,SBrkr,1327,0,0,Detchd,Unf,2,624,TA,TA,0,0,0,0,0,WD,Normal,150750
133,,6853,AllPub,BrkFace,136.0,1Story,GasA,Ex,TA,No,GLQ,1005,Unf,0,SBrkr,1296,0,0,Attchd,Fin,2,471,TA,TA,192,25,0,0,0,WD,Normal,220000
134,78.0,10335,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,570,Unf,0,SBrkr,1721,0,1,Attchd,RFn,2,440,TA,TA,0,96,180,0,0,WD,Normal,180000
135,80.0,10400,AllPub,BrkFace,288.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1682,0,1,Attchd,Unf,2,530,TA,TA,98,0,0,0,0,WD,Normal,174000
136,,10355,AllPub,BrkFace,196.0,1Story,GasA,TA,TA,No,BLQ,695,Unf,0,SBrkr,1214,0,1,Attchd,RFn,1,318,TA,TA,0,111,0,0,0,WD,Normal,143000
137,82.0,11070,AllPub,BrkFace,70.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1959,0,0,2Types,Unf,3,766,TA,TA,0,0,0,0,0,WD,Family,171000
138,73.0,9066,AllPub,BrkFace,320.0,2Story,GasA,Gd,TA,Mn,GLQ,668,Unf,0,SBrkr,1004,848,2,Attchd,Fin,3,660,TA,TA,224,106,0,0,0,WD,Normal,230000
139,65.0,15426,AllPub,None,0.0,2Story,GasA,Gd,TA,No,GLQ,821,Unf,0,SBrkr,928,836,0,Attchd,RFn,2,470,TA,TA,276,99,0,0,0,WD,Normal,231500
140,70.0,10500,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,432,Unf,0,SBrkr,864,0,1,,,0,0,,,0,0,0,0,0,ConLI,Normal,115000
141,78.0,11645,AllPub,None,0.0,1Story,GasA,Gd,TA,Av,GLQ,1300,Unf,0,SBrkr,1734,0,0,Attchd,Fin,2,660,TA,TA,160,24,0,0,0,WD,Normal,260000
142,71.0,8520,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Rec,507,Unf,0,SBrkr,910,475,0,Detchd,Unf,2,720,TA,TA,0,0,0,0,0,WD,Normal,166000
143,78.0,10335,AllPub,BrkFace,183.0,1Story,GasA,Gd,TA,Gd,GLQ,679,Unf,0,SBrkr,1501,0,0,Attchd,RFn,2,577,TA,TA,144,29,0,0,0,WD,Normal,204000
144,70.0,9100,AllPub,BrkFace,336.0,1Story,GasA,TA,TA,No,Rec,1332,Unf,0,SBrkr,1728,0,0,Detchd,Unf,2,504,TA,TA,0,0,0,0,0,ConLI,Abnorml,125000
145,24.0,2522,AllPub,Stone,50.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,970,739,0,Detchd,Unf,2,380,TA,TA,0,40,0,0,0,WD,Normal,130000
146,51.0,6120,AllPub,None,0.0,1Story,GasA,TA,TA,No,BLQ,209,Unf,0,FuseA,875,0,0,Detchd,Unf,1,180,Fa,TA,48,0,0,0,0,WD,Normal,105000
147,,9505,AllPub,BrkFace,180.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,884,1151,1,BuiltIn,Fin,2,434,TA,TA,144,48,0,0,0,WD,Normal,222500
148,63.0,7500,AllPub,BrkFace,120.0,1Story,GasA,Gd,TA,No,GLQ,680,Unf,0,SBrkr,1080,0,0,,,0,0,,,0,0,0,0,0,WD,Normal,141000
149,,6240,AllPub,None,0.0,1.5Fin,GasA,Gd,TA,No,Unf,0,Unf,0,FuseA,896,448,0,Detchd,Unf,1,240,Fa,TA,200,114,0,0,0,WD,Normal,115000
150,120.0,10356,AllPub,None,0.0,1Story,GasA,TA,TA,Av,BLQ,716,Unf,0,SBrkr,969,0,0,Attchd,Unf,2,440,TA,TA,0,0,0,0,0,WD,Normal,122000
151,107.0,13891,AllPub,Stone,436.0,1Story,GasA,Ex,TA,Gd,GLQ,1400,Unf,0,SBrkr,1710,0,1,Attchd,RFn,3,866,TA,TA,0,102,0,0,0,New,Partial,372402
152,,14803,AllPub,BrkFace,252.0,2Story,GasA,TA,TA,No,Rec,416,Unf,0,SBrkr,1097,896,1,Attchd,RFn,2,495,TA,TA,0,66,0,0,0,WD,Normal,190000
153,,13500,AllPub,None,0.0,1Story,GasA,Gd,TA,Gd,BLQ,429,ALQ,1080,SBrkr,1252,0,1,Attchd,RFn,2,564,TA,TA,409,0,0,0,0,WD,Normal,235000
154,84.0,11340,AllPub,None,0.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,FuseA,1200,0,0,Detchd,Unf,1,312,Fa,Fa,0,0,228,0,0,WD,Family,125000
155,60.0,9600,AllPub,None,0.0,1.5Fin,Grav,TA,TA,No,Unf,0,Unf,0,FuseF,572,524,0,,,0,0,,,0,8,128,0,0,WD,Normal,79000
156,60.0,7200,AllPub,None,0.0,1Story,GasA,,,,,0,,0,FuseF,1040,0,0,Detchd,Unf,2,625,TA,TA,0,0,0,0,0,WD,Normal,109500
157,92.0,12003,AllPub,BrkFace,84.0,2Story,GasA,Ex,TA,No,Unf,0,Unf,0,SBrkr,774,1194,1,BuiltIn,Fin,3,680,TA,TA,0,75,0,0,0,New,Partial,269500
158,100.0,12552,AllPub,None,0.0,2Story,GasA,Gd,TA,No,GLQ,222,Unf,0,SBrkr,991,956,1,Attchd,RFn,2,678,TA,TA,0,136,0,0,0,WD,Normal,254900
159,134.0,19378,AllPub,BrkFace,456.0,2Story,GasA,Gd,TA,Mn,GLQ,57,Unf,0,SBrkr,1392,1070,1,Attchd,RFn,2,576,TA,TA,239,132,0,168,0,New,Partial,320000
160,,11120,AllPub,None,0.0,1Story,GasA,Gd,TA,No,BLQ,660,Unf,0,SBrkr,1232,0,0,Attchd,Unf,2,516,TA,TA,0,0,0,0,0,WD,Normal,162500
161,110.0,13688,AllPub,BrkFace,664.0,2Story,GasA,Ex,TA,Av,GLQ,1016,Unf,0,SBrkr,1572,1096,2,BuiltIn,Fin,3,726,TA,TA,400,0,0,0,0,WD,Normal,412500
162,95.0,12182,AllPub,BrkFace,226.0,1Story,GasA,Gd,TA,Mn,BLQ,1201,Unf,0,SBrkr,1541,0,1,Attchd,RFn,2,532,TA,TA,0,70,0,0,0,New,Partial,220000
163,55.0,5500,AllPub,None,0.0,1.5Unf,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,882,0,0,,,0,0,,,0,0,0,0,0,WD,Normal,103200
164,40.0,5400,AllPub,None,0.0,1Story,GasA,TA,TA,Mn,LwQ,370,Unf,0,FuseA,1149,467,0,Detchd,Unf,1,216,TA,TA,0,0,183,0,0,WD,Normal,152000
165,62.0,10106,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,ALQ,351,Rec,181,SBrkr,808,547,0,,,0,0,,,140,0,0,0,0,WD,Normal,127500
166,,10708,AllPub,None,0.0,1Story,GasA,TA,TA,No,LwQ,379,BLQ,768,FuseA,1867,0,3,Attchd,Fin,1,303,TA,TA,476,0,0,0,142,COD,Normal,190000
167,86.0,10562,AllPub,Stone,300.0,2Story,GasA,Ex,TA,No,GLQ,1288,Unf,0,SBrkr,1610,551,1,Attchd,Fin,3,789,TA,TA,178,120,0,0,0,New,Partial,325624
168,62.0,8244,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,840,880,1,Attchd,Fin,2,440,TA,TA,100,48,0,0,0,WD,Normal,183500
169,,16669,AllPub,BrkFace,653.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1707,0,1,Attchd,RFn,2,511,TA,TA,574,64,0,0,0,WD,Normal,228000
170,,12358,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Rec,360,Unf,0,SBrkr,854,0,0,Detchd,Unf,2,660,TA,TA,237,0,0,0,0,WD,Normal,128500
171,141.0,31770,AllPub,Stone,112.0,1Story,GasA,TA,Gd,Gd,BLQ,639,Unf,0,SBrkr,1656,0,2,Attchd,Fin,2,528,TA,TA,210,62,0,0,0,WD,Normal,215000
172,44.0,5306,AllPub,None,0.0,2Story,GasA,Gd,Gd,No,GLQ,495,Rec,215,SBrkr,1064,703,1,Attchd,RFn,2,504,Gd,TA,441,35,0,0,0,WD,Normal,239000
173,80.0,10197,AllPub,BrkCmn,491.0,1Story,GasA,TA,TA,No,ALQ,288,Rec,374,SBrkr,1362,0,1,Attchd,Unf,2,504,TA,TA,0,20,0,0,0,COD,Normal,163000
174,47.0,12416,AllPub,Stone,132.0,1Story,GasA,Gd,Fa,No,ALQ,1398,LwQ,208,SBrkr,1651,0,1,Attchd,Fin,2,616,TA,TA,192,0,0,0,0,WD,Normal,184000
175,84.0,12615,AllPub,None,0.0,1Story,GasA,TA,Gd,Av,ALQ,477,Unf,0,SBrkr,2158,0,1,Attchd,Unf,2,576,TA,TA,0,29,39,0,0,WD,Normal,243000
176,97.0,10029,AllPub,BrkFace,268.0,2Story,GasA,Gd,TA,No,GLQ,831,Unf,0,SBrkr,1164,896,1,Attchd,Unf,2,521,TA,TA,0,228,0,0,192,WD,Normal,211000
177,,13650,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,ALQ,57,BLQ,441,SBrkr,1252,668,1,Attchd,Unf,2,451,TA,TA,0,0,0,0,0,WD,Normal,172500
178,63.0,17423,AllPub,Stone,748.0,1Story,GasA,Ex,TA,No,GLQ,1904,Unf,0,SBrkr,2234,0,1,Attchd,Fin,3,1166,TA,TA,0,60,0,0,0,New,Partial,501837
179,60.0,8520,AllPub,None,0.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,968,0,0,Detchd,Unf,2,480,Fa,TA,0,0,184,0,0,WD,Normal,100000
180,,2117,AllPub,BrkFace,456.0,2Story,GasA,Gd,TA,No,GLQ,436,Unf,0,SBrkr,769,756,1,Detchd,Unf,2,440,TA,TA,0,0,0,0,0,WD,Normal,177000
181,54.0,7588,AllPub,None,0.0,2Story,GasA,Fa,TA,No,LwQ,352,Unf,0,SBrkr,901,901,1,Detchd,Unf,1,216,Fa,TA,0,0,40,0,0,WD,Normal,200100
182,60.0,9060,AllPub,BrkFace,98.0,1Story,GasA,,,,,0,,0,SBrkr,1340,0,1,Attchd,RFn,1,252,TA,TA,116,0,0,180,0,WD,Normal,120000
183,63.0,11426,AllPub,None,0.0,1.5Fin,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1362,720,0,Detchd,Unf,2,484,TA,TA,280,238,0,0,0,WD,Normal,200000
184,92.0,7438,AllPub,None,0.0,1.5Fin,GasA,Fa,TA,No,Unf,0,Unf,0,SBrkr,936,316,0,Attchd,Unf,2,576,TA,TA,104,0,0,0,0,WD,Normal,127000
185,90.0,22950,AllPub,None,0.0,2.5Fin,GasA,TA,TA,Mn,Unf,0,Unf,0,SBrkr,1518,1518,2,Detchd,Unf,3,840,Ex,TA,0,260,0,0,410,WD,Normal,475000
186,,9947,AllPub,None,0.0,SLvl,GasA,Gd,TA,Av,GLQ,611,Unf,0,SBrkr,1217,0,0,Attchd,Unf,2,497,TA,TA,168,27,0,0,0,WD,Normal,173000
187,60.0,10410,AllPub,None,0.0,1.5Fin,GasA,Fa,TA,No,Unf,0,Unf,0,SBrkr,808,704,0,Detchd,Unf,1,180,Fa,Fa,0,0,0,140,0,WD,Normal,135000
188,64.0,7018,AllPub,Stone,275.0,SFoyer,GasA,Gd,TA,Av,GLQ,1086,Unf,0,SBrkr,1224,0,2,Detchd,Unf,2,528,TA,TA,120,0,0,0,0,WD,Alloca,153337
189,41.0,4923,AllPub,None,0.0,1Story,GasA,Ex,TA,Av,GLQ,1153,Unf,0,SBrkr,1593,0,1,Attchd,Fin,2,682,TA,TA,0,120,0,0,224,WD,Normal,286000
190,70.0,10570,AllPub,None,0.0,2Story,GasA,Gd,Gd,No,Rec,297,Unf,0,SBrkr,1549,1178,2,Detchd,Unf,2,440,TA,TA,0,74,0,0,0,WD,Normal,315000
191,,7472,AllPub,BrkFace,138.0,2Story,GasA,TA,TA,No,ALQ,626,Unf,0,SBrkr,725,754,0,Attchd,Fin,2,484,TA,TA,0,32,0,0,0,WD,Normal,184000
192,68.0,9017,AllPub,None,0.0,1Story,GasA,Gd,TA,Av,GLQ,560,Unf,0,SBrkr,1431,0,0,Attchd,Fin,2,666,TA,TA,0,35,0,0,0,WD,Normal,192000
193,24.0,2522,AllPub,Stone,50.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,970,739,0,Detchd,Unf,2,380,TA,TA,0,40,0,0,0,WD,Normal,130000
194,60.0,7180,AllPub,None,0.0,1Story,GasA,TA,TA,Av,ALQ,390,Unf,0,SBrkr,864,0,0,Detchd,Unf,1,352,TA,TA,0,0,0,0,0,WD,Normal,127000
195,24.0,2280,AllPub,None,0.0,2Story,GasA,Gd,TA,No,ALQ,566,Unf,0,SBrkr,855,601,1,Attchd,Unf,2,440,TA,TA,87,0,0,0,0,WD,Normal,148500
196,79.0,9416,AllPub,Stone,205.0,1Story,GasA,Ex,TA,No,GLQ,1126,Unf,0,SBrkr,1726,0,1,Attchd,Fin,3,786,TA,TA,171,138,0,0,266,New,Partial,311872
197,174.0,25419,AllPub,None,0.0,2Story,GasA,TA,TA,No,GLQ,1036,LwQ,184,SBrkr,1360,1360,1,Detchd,Unf,2,795,TA,TA,0,16,552,0,0,WD,Abnorml,235000
198,92.0,5520,AllPub,None,0.0,2.5Fin,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,929,929,0,,,0,0,,,0,198,30,0,0,WD,Abnorml,104000
199,76.0,9591,AllPub,BrkFace,262.0,1Story,GasA,Ex,TA,Av,GLQ,1088,Unf,0,SBrkr,1713,0,1,Attchd,Fin,3,856,TA,TA,0,26,0,0,170,WD,Normal,274900
200,80.0,8546,AllPub,None,0.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1121,0,0,Attchd,RFn,2,440,TA,TA,132,64,0,0,0,WD,Normal,140000
201,75.0,10125,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,641,LwQ,279,SBrkr,1279,0,2,Detchd,Unf,2,473,TA,TA,238,83,0,0,0,WD,Normal,171500
202,50.0,7000,AllPub,None,0.0,1.5Fin,GasA,Fa,TA,No,LwQ,617,Unf,0,SBrkr,865,445,0,Attchd,Unf,1,398,TA,TA,0,0,126,0,0,COD,Normal,112000
203,,4438,AllPub,BrkFace,205.0,1Story,GasA,Gd,TA,Av,GLQ,662,Unf,0,SBrkr,848,0,1,Attchd,RFn,2,420,TA,TA,149,0,0,0,0,WD,Normal,149000
204,50.0,3500,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,LwQ,312,Unf,0,SBrkr,720,564,0,Detchd,Unf,1,240,TA,TA,0,35,0,0,0,WD,Normal,110000
205,99.0,11851,AllPub,None,0.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1442,0,0,Attchd,RFn,2,500,TA,TA,0,34,0,508,0,WD,Normal,180500
206,40.0,13673,AllPub,None,0.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1696,0,1,Attchd,RFn,1,349,TA,TA,0,30,0,0,0,WD,Normal,143900
207,,12493,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,419,Rec,306,SBrkr,1100,0,1,Attchd,RFn,1,312,TA,TA,355,0,0,0,0,WD,Normal,141000
208,,14364,AllPub,BrkFace,128.0,2Story,GasA,Gd,TA,Gd,GLQ,1065,Unf,0,SBrkr,1180,882,1,Attchd,Fin,2,454,TA,TA,60,55,0,0,154,WD,Normal,277000
209,75.0,8250,AllPub,Stone,260.0,1Story,GasA,Gd,TA,No,Rec,787,Unf,0,SBrkr,1092,0,0,Attchd,RFn,2,504,TA,Gd,0,0,0,0,0,WD,Normal,145000
210,67.0,5604,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,468,Unf,0,FuseA,864,0,0,,,0,0,,,0,0,96,0,0,WD,Normal,98000
211,83.0,10420,AllPub,None,0.0,1Story,GasA,Gd,TA,Mn,GLQ,36,Unf,0,SBrkr,1212,0,0,Attchd,RFn,2,460,TA,TA,100,22,0,0,0,WD,Normal,186000
212,72.0,8640,AllPub,None,0.0,2Story,GasA,Gd,TA,No,GLQ,822,Unf,0,SBrkr,932,920,1,Attchd,RFn,2,644,TA,TA,168,108,0,0,0,New,Partial,252678
213,43.0,13568,AllPub,None,0.0,1Story,GasA,Gd,TA,No,ALQ,716,Unf,0,SBrkr,990,0,0,Attchd,Unf,2,576,TA,TA,224,0,0,0,0,WD,Normal,156000
214,,10900,AllPub,BrkFace,153.0,2Story,GasA,Gd,TA,No,GLQ,378,Unf,0,SBrkr,689,703,0,Attchd,Fin,1,299,TA,TA,0,36,0,0,0,WD,Normal,161750
215,72.0,10011,AllPub,BrkFace,64.0,1Story,GasA,TA,TA,No,BLQ,360,Unf,0,SBrkr,1236,0,1,Attchd,Unf,1,447,TA,TA,0,0,0,0,0,WD,Normal,134450
216,65.0,8450,AllPub,BrkFace,266.0,1Story,GasA,Gd,TA,Mn,GLQ,946,Unf,0,SBrkr,1436,0,0,Attchd,Unf,2,484,TA,TA,139,98,0,0,0,WD,Normal,210000
217,57.0,9906,AllPub,None,0.0,2Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,810,518,0,Detchd,Unf,1,210,TA,TA,0,172,60,0,0,WD,Family,107000
218,,15660,AllPub,BrkFace,312.0,1.5Fin,GasA,TA,TA,No,BLQ,341,Unf,0,SBrkr,1137,817,2,Attchd,Unf,2,431,TA,TA,0,119,150,0,0,WD,Normal,311500
219,43.0,3010,AllPub,BrkFace,16.0,1Story,GasA,Gd,TA,Av,GLQ,16,Unf,0,SBrkr,1248,0,0,Attchd,Fin,2,438,TA,TA,108,0,0,0,0,New,Partial,167240
220,73.0,8990,AllPub,None,0.0,1Story,GasA,Gd,TA,Mn,Unf,0,Unf,0,SBrkr,1498,0,0,Attchd,RFn,2,675,TA,TA,351,33,0,0,0,New,Partial,204900
221,,8068,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1010,1257,1,BuiltIn,RFn,2,390,TA,TA,120,46,0,0,0,ConLI,Normal,200000
222,85.0,11475,AllPub,None,0.0,2Story,GasA,Gd,TA,No,ALQ,550,Unf,0,SBrkr,811,741,1,Attchd,RFn,2,434,TA,TA,209,208,0,0,0,WD,Normal,179900
223,70.0,10500,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,524,LwQ,180,SBrkr,864,0,0,Detchd,Unf,2,576,TA,TA,216,0,0,0,0,WD,Abnorml,97000
224,103.0,13472,AllPub,BrkFace,922.0,1Story,GasA,Ex,TA,Gd,GLQ,56,Unf,0,SBrkr,2392,0,1,Attchd,Fin,3,968,TA,TA,248,105,0,0,0,WD,Normal,386250
225,21.0,1680,AllPub,BrkFace,142.0,2Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,630,672,0,Detchd,Unf,1,280,TA,TA,0,0,0,0,0,COD,Abnorml,112000
226,82.0,9950,AllPub,BrkFace,290.0,2Story,GasA,Gd,TA,No,GLQ,565,Unf,0,SBrkr,1214,1306,1,Attchd,RFn,3,721,TA,TA,224,114,0,0,0,WD,Abnorml,290000
227,21.0,1869,AllPub,BrkFace,127.0,2Story,GasA,TA,TA,No,Rec,321,Unf,0,SBrkr,483,504,0,Detchd,Unf,1,280,TA,TA,0,0,0,0,0,WD,Normal,106000
228,70.0,8521,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,842,Unf,0,SBrkr,912,0,1,Detchd,Unf,1,336,TA,TA,0,0,0,0,0,WD,Normal,125000
229,43.0,3182,AllPub,BrkFace,16.0,1Story,GasA,Gd,TA,Av,GLQ,16,Unf,0,SBrkr,1555,0,1,Attchd,Fin,2,430,TA,TA,143,20,0,0,0,WD,Normal,192500
230,73.0,8760,AllPub,BrkFace,220.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1194,0,0,Attchd,RFn,1,312,TA,TA,0,0,120,0,0,WD,Normal,148000
231,174.0,15138,AllPub,BrkFace,506.0,2Story,GasA,Gd,TA,No,GLQ,689,Unf,0,SBrkr,1490,1304,1,Attchd,Fin,3,810,TA,TA,0,146,202,0,0,WD,Normal,403000
232,21.0,1680,AllPub,BrkFace,297.0,2Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,483,504,1,Attchd,Unf,1,288,TA,TA,0,0,0,0,0,WD,Normal,94500
233,75.0,10650,AllPub,None,0.0,1Story,GasA,TA,Gd,Av,LwQ,182,ALQ,712,SBrkr,894,0,0,Attchd,Unf,1,308,TA,TA,365,0,0,0,0,WD,Normal,128200
234,,7851,AllPub,,,2Story,GasA,Gd,TA,No,GLQ,625,Unf,0,SBrkr,860,1100,2,BuiltIn,Fin,2,440,TA,TA,288,48,0,0,0,WD,Normal,216500
235,21.0,1680,AllPub,BrkFace,604.0,2Story,GasA,TA,TA,No,ALQ,358,Unf,0,SBrkr,483,504,0,Detchd,Unf,1,264,TA,TA,0,0,0,0,0,WD,Normal,89500
236,65.0,8773,AllPub,BrkFace,98.0,1Story,GasA,Gd,TA,Av,GLQ,24,Unf,0,SBrkr,1414,0,0,Attchd,RFn,2,494,TA,TA,132,105,0,0,0,WD,Normal,185500
237,,9453,AllPub,None,0.0,2Story,GasA,Gd,TA,No,BLQ,402,Unf,0,SBrkr,1014,730,0,Attchd,RFn,2,457,TA,TA,370,70,0,238,0,WD,Normal,194500
238,93.0,12030,AllPub,BrkFace,254.0,1Story,GasA,Ex,TA,No,Unf,0,Unf,0,SBrkr,1694,0,0,Attchd,Fin,3,818,TA,TA,168,228,0,0,0,New,Partial,318000
239,52.0,8741,AllPub,None,0.0,1.5Fin,GasA,TA,Fa,No,LwQ,94,Unf,0,FuseA,798,689,1,Detchd,Unf,1,220,TA,TA,0,140,0,0,0,WD,Normal,113000
240,75.0,9000,AllPub,Stone,36.0,1Story,GasA,Gd,TA,Av,GLQ,1078,Unf,0,SBrkr,1566,0,0,Attchd,RFn,2,750,TA,TA,144,168,0,0,0,WD,Normal,262500
241,40.0,3880,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,329,Unf,0,SBrkr,866,0,0,,,0,0,,,58,42,0,0,0,WD,Normal,110500
242,63.0,5000,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Unf,0,Unf,0,FuseA,889,551,0,Attchd,Unf,1,352,Fa,TA,0,0,77,0,0,WD,Normal,79000
243,75.0,10762,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,626,591,1,Attchd,RFn,1,288,TA,TA,0,28,0,0,0,WD,Normal,120000
244,,8880,AllPub,None,0.0,2Story,GasA,Gd,TA,No,GLQ,695,Unf,0,SBrkr,1222,888,2,Attchd,RFn,2,463,TA,TA,0,130,0,0,0,WD,Normal,205000
245,80.0,10400,AllPub,BrkFace,102.0,1Story,GasA,Gd,TA,Av,GLQ,929,Unf,0,SBrkr,1872,0,1,Attchd,Fin,2,604,TA,TA,197,39,0,0,0,WD,Normal,241500
246,69.0,9142,AllPub,None,0.0,2Story,GasA,Fa,TA,No,Unf,0,Unf,0,FuseP,908,1020,0,Detchd,Unf,1,440,Po,Po,0,60,112,0,0,WD,Normal,137000
247,75.0,11310,AllPub,None,0.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1375,0,1,Attchd,Unf,2,451,TA,TA,0,30,0,0,0,WD,Normal,140000
248,72.0,11317,AllPub,BrkFace,101.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,840,828,0,Attchd,RFn,2,500,TA,TA,144,68,0,0,0,WD,Normal,180000
249,,159000,AllPub,BrkCmn,472.0,1.5Fin,GasA,Gd,TA,Gd,Rec,697,Unf,0,SBrkr,1444,700,2,Attchd,Fin,2,389,TA,TA,0,98,0,0,0,WD,Normal,277000
250,55.0,5350,AllPub,None,0.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1306,0,0,,,0,0,,,263,0,0,0,0,WD,Normal,76500
251,44.0,4750,AllPub,Stone,481.0,1Story,GasA,Gd,TA,Gd,GLQ,1573,Unf,0,SBrkr,1625,0,1,Attchd,Fin,2,538,TA,TA,123,0,0,0,153,WD,Family,235000
252,65.0,8366,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,798,842,0,Attchd,RFn,2,520,TA,TA,138,45,0,0,0,WD,Normal,173000
253,85.0,9350,AllPub,BrkFace,108.0,SLvl,GasA,Gd,TA,Gd,LwQ,270,ALQ,580,SBrkr,1302,0,0,Attchd,RFn,1,309,TA,TA,333,0,0,0,0,CWD,Normal,158000
254,70.0,8400,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,922,Unf,0,SBrkr,1314,0,0,Attchd,RFn,1,294,TA,TA,250,0,0,0,0,WD,Normal,145000
255,66.0,8738,AllPub,BrkFace,302.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1005,1286,1,BuiltIn,Fin,2,429,TA,TA,192,0,0,0,0,WD,Normal,230000
256,64.0,8791,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Rec,503,Unf,0,SBrkr,864,864,0,Attchd,RFn,2,673,TA,TA,216,56,0,0,0,WD,Normal,207500
257,68.0,8814,AllPub,Stone,180.0,1Story,GasA,Gd,TA,No,GLQ,1334,Unf,0,SBrkr,1604,0,1,Attchd,RFn,2,660,TA,TA,123,110,0,0,0,WD,Abnorml,220000
258,80.0,12435,AllPub,BrkFace,172.0,2Story,GasA,Gd,TA,No,GLQ,361,Unf,0,SBrkr,963,829,1,Attchd,RFn,2,564,TA,TA,0,96,0,245,0,WD,Normal,231500
259,70.0,12702,AllPub,None,0.0,1Story,GasA,,,,,0,,0,FuseA,882,0,0,Detchd,Unf,1,308,TA,TA,0,45,0,0,0,WD,Normal,97000
260,120.0,19296,AllPub,BrkFace,399.0,SLvl,GasA,TA,TA,Gd,Rec,672,ALQ,690,SBrkr,1382,0,1,Attchd,Unf,2,884,TA,TA,0,0,252,0,0,WD,Normal,176000
261,69.0,9588,AllPub,Stone,270.0,2Story,GasA,Ex,TA,No,Unf,0,Unf,0,SBrkr,1482,1092,1,BuiltIn,Fin,3,868,TA,TA,0,148,0,0,0,New,Partial,276000
262,88.0,8471,AllPub,BrkFace,46.0,SLvl,GasA,Gd,Gd,Av,ALQ,506,Unf,0,SBrkr,1212,0,1,Attchd,Unf,2,492,TA,TA,292,12,0,0,0,WD,Normal,151000
263,50.0,5500,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,LwQ,234,ALQ,692,SBrkr,926,0,0,Detchd,Unf,2,484,TA,TA,0,0,0,0,0,WD,Normal,130000
264,30.0,5232,AllPub,None,0.0,1Story,GasA,Fa,TA,No,Unf,0,Unf,0,FuseP,764,0,0,Detchd,Unf,2,504,TA,TA,0,0,0,0,0,WD,Normal,73000
265,78.0,12090,AllPub,BrkFace,210.0,1Story,GasA,Gd,TA,No,GLQ,588,LwQ,228,SBrkr,1422,0,1,Attchd,Fin,2,576,TA,TA,276,0,0,0,0,WD,Normal,175500
